Date,Exercise,Type,Exercise Calories,Exercise Minutes,Sets,Reps Per Set,Pounds,Steps,Note
2013-08-03,"Moving household items, carrying boxes",Cardio,182.0,15,,,,,
2013-08-03,"Running (jogging), 10 mph (6 min mile)",Cardio,277.0,10,,,,,
2013-08-03,"Walking, 3.0 mph, mod. pace, walking dog",Cardio,171.0,30,,,,,
2013-08-04,"Football or baseball, playing catch",Cardio,43.0,10,,,,,
2013-08-04,"Running (jogging), 10 mph (6 min mile)",Cardio,277.0,10,,,,,
2013-08-04,"Swimming laps, freestyle, light/moderate effort",Cardio,182.0,15,,,,,
2013-08-04,"Swimming, treading water, moderate effort",Cardio,312.0,45,,,,,
2013-08-04,"Walking, 3.5 mph, brisk pace",Cardio,144.0,22,,,,,
2013-08-06,"Vacuuming, shag carpet",Cardio,135.0,45,,,,,
2013-10-02,"Front Squats, Barbell, Arms Crossed",Strength,,,3,10,20.0,,
2013-10-02,"Overhead Press, Barbell",Strength,,,3,8,20.0,,
2013-10-02,"Running (jogging), 10 mph (6 min mile)",Cardio,545.0,20,,,,,
2013-10-02,"Running (jogging), 10 mph (6 min mile)",Cardio,545.0,20,,,,,
2013-10-02,"Walking, 3.5 mph, brisk pace",Cardio,142.5,22,,,,,
2014-05-07,Fitbit calorie adjustment,Cardio,635.0,1,,,,,
2014-05-08,Fitbit calorie adjustment,Cardio,378.0,1,,,,,
2014-05-09,Fitbit calorie adjustment,Cardio,44.0,1,,,,,
2014-05-10,Fitbit calorie adjustment,Cardio,-173.0,1,,,,,
2014-05-10,"Walking, 2.5 mph, leisurely pace",Cardio,232.0,45,,,,,
2014-05-11,Fitbit calorie adjustment,Cardio,896.0,1,,,,,
2014-05-11,"Front Squats, Barbell, Arms Crossed",Strength,,,2,10,15.0,,
2014-05-11,"Overhead Press, Barbell",Strength,,,2,10,15.0,,
2014-05-11,"Rope jumping, moderate, general",Cardio,173.0,10,,,,,
2014-05-11,"Standing Biceps Curl, Dumbell",Strength,,,2,10,15.0,,
2014-05-11,"Strength training (weight lifting, weight training)",Cardio,77.0,15,,,,,
2014-05-12,Fitbit calorie adjustment,Cardio,1006.0,1,,,,,
2014-05-13,Fitbit calorie adjustment,Cardio,1652.0,1,,,,,
2014-05-14,Fitbit calorie adjustment,Cardio,688.0,1,,,,,
2014-05-15,Fitbit calorie adjustment,Cardio,1119.0,1,,,,,
2014-05-16,Fitbit calorie adjustment,Cardio,479.0,1,,,,,
2014-05-17,Fitbit calorie adjustment,Cardio,266.0,1,,,,,
2014-05-18,"Bench Press, Barbell",Strength,,,3,12,15.0,,
2014-05-18,Bodyweight Training,Cardio,137.0,10,,,,,
2014-05-18,Fitbit calorie adjustment,Cardio,673.0,1,,,,,
2014-05-18,"Overhead Press, Barbell",Strength,,,3,10,15.0,,
2014-05-18,"Standing Biceps Curl, Dumbell",Strength,,,3,10,15.0,,
2014-05-18,"Stationary bike, vigorous effort (bicycling, cycling, biking)",Cardio,1075.0,60,,,,,
2014-05-18,"Strength training (weight lifting, weight training)",Cardio,154.0,30,,,,,
2014-05-18,Swiss ball rollout,Strength,,,5,10,,,
2014-05-19,Fitbit calorie adjustment,Cardio,478.0,1,,,,,
2014-05-20,Fitbit calorie adjustment,Cardio,446.0,1,,,,,
2014-05-20,"Front Squats, Barbell, Arms Crossed",Strength,,,3,8,20.0,,
2014-05-20,"Front Squats, Barbell, Arms Crossed",Strength,,,3,8,20.0,,
2014-05-20,Squat,Strength,,,3,8,,,
2014-05-20,"Stationary bike, vigorous effort (bicycling, cycling, biking)",Cardio,530.0,30,,,,,
2014-05-20,"Strength training (weight lifting, weight training)",Cardio,151.0,30,,,,,
2014-05-21,Fitbit calorie adjustment,Cardio,423.0,1,,,,,
2014-05-22,"Bench Press, Barbell",Strength,,,3,12,20.0,,
2014-05-22,Fitbit calorie adjustment,Cardio,446.0,1,,,,,
2014-05-22,"Overhead Press, Barbell",Strength,,,3,10,20.0,,
2014-05-22,"Rope jumping, moderate, general",Cardio,34.0,2,,,,,
2014-05-22,"Standing Biceps Curl, Dumbell",Strength,,,3,10,20.0,,
2014-05-22,"Stationary bike, vigorous effort (bicycling, cycling, biking)",Cardio,532.0,30,,,,,
2014-05-22,"Strength training (weight lifting, weight training)",Cardio,152.0,30,,,,,
2014-05-22,"Swimming, leisurely, general",Cardio,152.0,15,,,,,
2014-05-22,Swiss ball rollout,Strength,,,5,10,20.0,,
2014-05-23,Fitbit calorie adjustment,Cardio,813.0,1,,,,,
2014-05-23,"Running (jogging), 5.2 mph (11.5 min mile)",Cardio,62.0,9,,,,,
2014-05-23,"Walking, 4.0 mph, very brisk pace",Cardio,117.0,22,,,,,
2014-05-24,Fitbit calorie adjustment,Cardio,306.0,1,,,,,
2014-05-25,Fitbit calorie adjustment,Cardio,182.0,1,,,,,
2014-05-26,"Bench Press, Barbell",Strength,,,3,12,20.0,,
2014-05-26,Fitbit calorie adjustment,Cardio,-164.4,1,,,,,
2014-05-26,"Overhead Press, Barbell",Strength,,,3,10,20.0,,
2014-05-26,"Stationary bike, vigorous effort (bicycling, cycling, biking)",Cardio,528.4,30,,,,,
2014-05-26,"Strength training (weight lifting, weight training)",Cardio,151.0,30,,,,,
2014-05-26,Swiss ball rollout,Strength,,,3,10,20.0,,
2014-05-27,Fitbit calorie adjustment,Cardio,575.0,1,,,,,
2014-05-28,Fitbit calorie adjustment,Cardio,329.0,1,,,,,
2014-05-29,Fitbit calorie adjustment,Cardio,1047.0,1,,,,,
2014-05-30,Fitbit calorie adjustment,Cardio,89.0,1,,,,,
2014-05-30,"Running (jogging), 5.2 mph (11.5 min mile)",Cardio,62.0,9,,,,,
2014-05-30,"Running (jogging), 5.2 mph (11.5 min mile)",Cardio,62.0,9,,,,,
2014-05-30,"Walking, 4.0 mph, very brisk pace",Cardio,117.0,22,,,,,
2014-05-30,"Walking, 4.0 mph, very brisk pace",Cardio,117.0,22,,,,,
2014-05-31,Fitbit calorie adjustment,Cardio,856.0,1,,,,,
2014-06-01,Fitbit calorie adjustment,Cardio,636.0,1,,,,,
2014-06-02,Fitbit calorie adjustment,Cardio,218.0,1,,,,,
2014-06-03,Fitbit calorie adjustment,Cardio,431.0,1,,,,,
2014-06-04,Fitbit calorie adjustment,Cardio,846.0,1,,,,,
2014-06-05,Fitbit calorie adjustment,Cardio,703.0,1,,,,,
2014-06-06,Fitbit calorie adjustment,Cardio,424.0,1,,,,,
2014-06-07,"Bench Press, Barbell",Strength,,,3,12,20.0,,
2014-06-07,Fitbit calorie adjustment,Cardio,827.0,1,,,,,
2014-06-07,"Front Squats, Barbell, Arms Crossed",Strength,,,3,10,20.0,,
2014-06-07,"Overhead Press, Barbell",Strength,,,3,10,20.0,,
2014-06-07,"Running (jogging), 5.2 mph (11.5 min mile)",Cardio,448.0,30,,,,,
2014-06-07,Squat,Strength,,,3,8,25.0,,
2014-06-07,"Standing Biceps Curl, Dumbell",Strength,,,3,10,20.0,,
2014-06-07,"Strength training (weight lifting, weight training)",Cardio,224.0,45,,,,,
2014-06-08,Fitbit calorie adjustment,Cardio,-183.0,1,,,,,
2014-06-08,"Sex, vigorous",Cardio,253.0,30,,,,,
2014-06-09,Fitbit calorie adjustment,Cardio,518.0,1,,,,,
2014-06-10,Fitbit calorie adjustment,Cardio,411.0,1,,,,,
2014-06-11,Fitbit calorie adjustment,Cardio,227.0,1,,,,,
2014-06-12,Fitbit calorie adjustment,Cardio,395.0,1,,,,,
2014-06-13,Fitbit calorie adjustment,Cardio,291.0,1,,,,,
2014-06-14,Fitbit calorie adjustment,Cardio,217.0,1,,,,,
2014-06-15,Fitbit calorie adjustment,Cardio,85.0,1,,,,,
2014-06-16,Fitbit calorie adjustment,Cardio,425.0,1,,,,,
2014-06-17,Fitbit calorie adjustment,Cardio,402.0,1,,,,,
2014-06-18,Fitbit calorie adjustment,Cardio,402.0,1,,,,,
2014-06-19,Fitbit calorie adjustment,Cardio,402.0,1,,,,,
2014-06-20,Fitbit calorie adjustment,Cardio,402.0,1,,,,,
2014-06-21,Fitbit calorie adjustment,Cardio,455.0,1,,,,,
2014-06-22,Fitbit calorie adjustment,Cardio,455.0,1,,,,,
2014-06-23,Fitbit calorie adjustment,Cardio,455.0,1,,,,,
2014-06-24,Fitbit calorie adjustment,Cardio,280.0,1,,,,,
2014-06-25,Fitbit calorie adjustment,Cardio,589.0,1,,,,,
2014-06-26,Fitbit calorie adjustment,Cardio,321.0,1,,,,,
2014-06-27,Fitbit calorie adjustment,Cardio,183.0,1,,,,,
2014-06-28,Fitbit calorie adjustment,Cardio,649.0,1,,,,,
2014-06-29,Fitbit calorie adjustment,Cardio,-79.0,1,,,,,
2014-06-30,Fitbit calorie adjustment,Cardio,428.0,1,,,,,
2014-07-01,Fitbit calorie adjustment,Cardio,428.0,1,,,,,
2014-07-02,Fitbit calorie adjustment,Cardio,32.0,1,,,,,
2014-07-03,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-07-04,Fitbit calorie adjustment,Cardio,-51.0,1,,,,,
2014-07-05,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-07-06,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-07-07,Fitbit calorie adjustment,Cardio,436.0,1,,,,,
2014-07-08,Fitbit calorie adjustment,Cardio,-50.0,1,,,,,
2014-07-09,Fitbit calorie adjustment,Cardio,388.0,1,,,,,
2014-07-10,Fitbit calorie adjustment,Cardio,45.0,1,,,,,
2014-07-11,Fitbit calorie adjustment,Cardio,67.0,1,,,,,
2014-07-12,Fitbit calorie adjustment,Cardio,-75.0,1,,,,,
2014-07-13,Fitbit calorie adjustment,Cardio,380.0,1,,,,,
2014-07-14,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-07-15,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-07-16,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-07-17,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-07-18,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-07-19,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-07-20,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-07-21,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-07-22,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-07-23,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-07-24,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-07-25,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-07-26,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-07-27,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-07-28,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-07-29,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-07-30,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-07-31,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-01,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-02,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-03,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-04,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-05,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-06,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-07,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-08,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-09,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-10,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-11,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-12,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-13,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-14,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-15,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-16,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-17,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-18,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-19,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-20,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-21,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-22,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-23,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-08-24,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-08-25,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-08-26,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-08-27,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-08-28,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-08-29,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-08-30,"Dancing, general",Cardio,1018.0,135,,,,,
2014-08-30,"Fishing from river bank, standing",Cardio,352.0,60,,,,,
2014-08-30,Fitbit calorie adjustment,Cardio,-754.0,1,,,,,
2014-08-31,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-09-01,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-09-02,Fitbit calorie adjustment,Cardio,-4.0,1,,,,,
2014-09-03,Fitbit calorie adjustment,Cardio,288.0,1,,,,,
2014-09-04,Fitbit calorie adjustment,Cardio,15.0,1,,,,,
2014-09-05,Fitbit calorie adjustment,Cardio,294.0,1,,,,,
2014-09-06,Fitbit calorie adjustment,Cardio,299.0,1,,,,,
2014-09-07,Fitbit calorie adjustment,Cardio,-1.0,1,,,,,
2014-09-08,Fitbit calorie adjustment,Cardio,81.0,1,,,,,
2014-09-09,Fitbit calorie adjustment,Cardio,-27.0,1,,,,,
2014-09-10,Fitbit calorie adjustment,Cardio,416.0,1,,,,,
2014-09-11,Fitbit calorie adjustment,Cardio,416.0,1,,,,,
2014-09-12,Fitbit calorie adjustment,Cardio,416.0,1,,,,,
2014-09-13,Fitbit calorie adjustment,Cardio,416.0,1,,,,,
2014-09-14,Fitbit calorie adjustment,Cardio,416.0,1,,,,,
2014-09-15,Fitbit calorie adjustment,Cardio,416.0,1,,,,,
2014-09-16,Fitbit calorie adjustment,Cardio,416.0,1,,,,,
2014-09-17,Fitbit calorie adjustment,Cardio,415.0,1,,,,,
2014-09-18,Fitbit calorie adjustment,Cardio,311.0,1,,,,,
2014-09-19,Fitbit calorie adjustment,Cardio,247.0,1,,,,,
2014-09-20,Fitbit calorie adjustment,Cardio,415.0,1,,,,,
2014-09-21,Fitbit calorie adjustment,Cardio,415.0,1,,,,,
2014-09-22,Fitbit calorie adjustment,Cardio,415.0,1,,,,,
2014-09-23,Fitbit calorie adjustment,Cardio,21.0,1,,,,,
2014-09-24,Fitbit calorie adjustment,Cardio,120.0,1,,,,,
2014-09-25,Fitbit calorie adjustment,Cardio,149.0,1,,,,,
2014-09-26,Fitbit calorie adjustment,Cardio,21.0,1,,,,,
2014-09-27,Fitbit calorie adjustment,Cardio,-116.0,1,,,,,
2014-09-28,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-09-29,Fitbit calorie adjustment,Cardio,418.0,1,,,,,
2014-09-30,Fitbit calorie adjustment,Cardio,-24.0,1,,,,,
2014-10-01,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-10-02,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-10-03,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-10-04,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-10-05,Fitbit calorie adjustment,Cardio,417.0,1,,,,,
2014-10-06,Fitbit calorie adjustment,Cardio,-146.0,1,,,,,
2014-10-07,Fitbit calorie adjustment,Cardio,71.0,1,,,,,
2014-10-08,Fitbit calorie adjustment,Cardio,163.0,1,,,,,
2014-10-09,Fitbit calorie adjustment,Cardio,-78.0,1,,,,,
2014-10-10,Fitbit calorie adjustment,Cardio,-175.0,1,,,,,
2014-10-11,Fitbit calorie adjustment,Cardio,55.0,1,,,,,
2014-10-12,Fitbit calorie adjustment,Cardio,431.0,1,,,,,
2014-10-13,Fitbit calorie adjustment,Cardio,694.0,1,,,,,
2014-10-14,Fitbit calorie adjustment,Cardio,-174.0,1,,,,,
2014-10-15,Fitbit calorie adjustment,Cardio,38.0,1,,,,,
2014-10-16,Fitbit calorie adjustment,Cardio,-250.0,1,,,,,
2014-10-17,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-10-18,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-10-19,Fitbit calorie adjustment,Cardio,-250.0,1,,,,,
2014-10-20,Fitbit calorie adjustment,Cardio,-113.0,1,,,,,
2014-10-21,Fitbit calorie adjustment,Cardio,-14.0,1,,,,,
2014-10-22,Fitbit calorie adjustment,Cardio,-88.0,1,,,,,
2014-10-23,Fitbit calorie adjustment,Cardio,-156.0,1,,,,,
2014-10-24,Fitbit calorie adjustment,Cardio,62.0,1,,,,,
2014-10-25,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-10-26,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-10-27,Fitbit calorie adjustment,Cardio,-75.0,1,,,,,
2014-10-28,Fitbit calorie adjustment,Cardio,65.0,1,,,,,
2014-10-29,Fitbit calorie adjustment,Cardio,148.0,1,,,,,
2014-10-30,Fitbit calorie adjustment,Cardio,252.0,1,,,,,
2014-10-31,Fitbit calorie adjustment,Cardio,313.0,1,,,,,
2014-11-01,Fitbit calorie adjustment,Cardio,-250.0,1,,,,,
2014-11-02,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-11-03,Fitbit calorie adjustment,Cardio,-77.0,1,,,,,
2014-11-04,Fitbit calorie adjustment,Cardio,131.0,1,,,,,
2014-11-05,Fitbit calorie adjustment,Cardio,-42.0,1,,,,,
2014-11-06,Fitbit calorie adjustment,Cardio,-6.0,1,,,,,
2014-11-07,Fitbit calorie adjustment,Cardio,-192.0,1,,,,,
2014-11-08,Fitbit calorie adjustment,Cardio,-250.0,1,,,,,
2014-11-09,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-11-10,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-11-11,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-11-12,Fitbit calorie adjustment,Cardio,-170.0,1,,,,,
2014-11-13,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-11-14,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-11-15,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-11-16,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-11-17,Fitbit calorie adjustment,Cardio,-250.0,1,,,,,
2014-11-18,Fitbit calorie adjustment,Cardio,-128.0,1,,,,,
2014-11-19,Fitbit calorie adjustment,Cardio,-170.0,1,,,,,
2014-11-20,Fitbit calorie adjustment,Cardio,-154.0,1,,,,,
2014-11-21,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-11-22,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-11-23,Fitbit calorie adjustment,Cardio,-250.0,1,,,,,
2014-11-24,Fitbit calorie adjustment,Cardio,-250.0,1,,,,,
2014-11-25,Fitbit calorie adjustment,Cardio,27.0,1,,,,,
2014-11-26,Fitbit calorie adjustment,Cardio,17.0,1,,,,,
2014-11-27,Fitbit calorie adjustment,Cardio,-76.0,1,,,,,
2014-11-28,Fitbit calorie adjustment,Cardio,7.0,1,,,,,
2014-11-29,Fitbit calorie adjustment,Cardio,-250.0,1,,,,,
2014-11-30,Fitbit calorie adjustment,Cardio,-246.0,1,,,,,
2014-12-01,Fitbit calorie adjustment,Cardio,-160.0,1,,,,,
2014-12-02,Fitbit calorie adjustment,Cardio,-151.0,1,,,,,
2014-12-03,Fitbit calorie adjustment,Cardio,-250.0,1,,,,,
2014-12-04,Fitbit calorie adjustment,Cardio,-34.0,1,,,,,
2014-12-05,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-12-06,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-12-07,Fitbit calorie adjustment,Cardio,-250.0,1,,,,,
2014-12-08,Fitbit calorie adjustment,Cardio,-149.0,1,,,,,
2014-12-09,Fitbit calorie adjustment,Cardio,25.0,1,,,,,
2014-12-10,Fitbit calorie adjustment,Cardio,-422.0,1,,,,,
2014-12-10,"Running (jogging), 5.2 mph (11.5 min mile)",Cardio,55.0,8,,,,,
2014-12-10,"Walking, 4.0 mph, very brisk pace",Cardio,117.0,22,,,,,
2014-12-11,Fitbit calorie adjustment,Cardio,-118.0,1,,,,,
2014-12-12,Fitbit calorie adjustment,Cardio,-25.0,1,,,,,
2014-12-13,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-12-14,Fitbit calorie adjustment,Cardio,-250.0,1,,,,,
2014-12-15,Fitbit calorie adjustment,Cardio,419.0,1,,,,,
2014-12-16,Fitbit calorie adjustment,Cardio,-162.0,1,,,,,
2014-12-17,Fitbit calorie adjustment,Cardio,28.0,1,,,,,
2014-12-18,Fitbit calorie adjustment,Cardio,174.0,1,,,,,
2014-12-19,Fitbit calorie adjustment,Cardio,0.0,1,,,,,
2014-12-20,Fitbit calorie adjustment,Cardio,0.0,1,,,,,
2014-12-21,Fitbit calorie adjustment,Cardio,0.0,1,,,,,
2014-12-22,Fitbit calorie adjustment,Cardio,421.0,1,,,,,
2014-12-23,Fitbit calorie adjustment,Cardio,0.0,1,,,,,
2014-12-24,Fitbit calorie adjustment,Cardio,69.0,1,,,,,
2014-12-25,Fitbit calorie adjustment,Cardio,0.0,1,,,,,
2014-12-26,Fitbit calorie adjustment,Cardio,421.0,1,,,,,
